Date,Shift Member Name,Blocked IP Address,Reason for Blocking,Time of Blocking,Approval Status,Remarks/Additional Notes,Abusive Percentage(AbuseIPDB),Status(Blocked / Pending)
YYYY-MM-DD,[Name],[IP Address],"[E.g., Malicious Activity]",HH:MM AM/PM,,[Notes or follow-up actions],,
02-09-2026,Prathamesh Pendkar,199.96.165.116,MyridWeb LLC,5:20:00 AM,Approved,NA,22,Blocked
02-09-2026,Prathamesh Pendkar,216.40.73.120,PureKernel LLC,5:20:00 AM,Approved,NA,21,Blocked
02-09-2026,Prathamesh Pendkar,193.233.219.148,Quality Network US LLC,5:20:00 AM,Approved,NA,21,Blocked
02-09-2026,Prathamesh Pendkar,212.87.216.108,FINE GROUP SERVERS SOLUTIONS LLC,5:20:00 AM,Approved,NA,22,Blocked
02-10-2025,Varad Mene,171.78.174.103,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services",12:01:00 PM,Blocked,NA,0,Blocked
02-10-2025,Tanmay Kudale,101.36.119.97,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,21:06PM,Pending,NA,3,Pending
02-10-2025,Tanmay Kudale,118.193.47.230,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,21:06PM,Pending,NA,3,Pending
02-10-2025,Shivangi Soni,51.75.151.149,Cloudflare.IP,5:20:00 AM,Approved,NA,100,Blocked
02-10-2025,Shivangi Soni, 98.142.247.13,Cloudflare.IP,5:20:00 AM,Approved,NA,21,Blocked
02-11-2025,Harsh Navgale,20.208.32.128,Cloudflare.IP,11:30:00 AM,Approved,NA,100,Approved
02-12-2025,Harsh Navgale,158.158.49.160,Cloudflare.IP,11:30:00 AM,Approved,NA,100,Approved
02-13-2025,Harsh Navgale,45.157.54.18,Cloudflare.IP,11:30:00 AM,Approved,NA,100,Approved
02-14-2025,Harsh Navgale,122.180.244.204,Cloudflare.IP,11:30:00 AM,Approved,NA,0,Blocked
02-15-2025,Harsh Navgale,122.169.87.105,Cloudflare.IP,11:30:00 AM,Approved,NA,0,Approved
02-16-2025,Harsh Navgale,83.147.19.246,Cloudflare.IP,11:30:00 AM,Approved,NA,38,Approved
02-11-2026,Tejas Kulkarni,160.179.71.108,Cloudflare.IP,8:13:00 PM,Approved,NA,26,Blocked
02-11-2026,Tejas Kulkarni,122.169.87.105,Cloudflare.IP,8:13:00 PM,Approved,NA,0,Blocked
02-12-2026,Harsh Navgale,185.199.157.2,Cloudflare.IP,1:36:00 PM,Approved,NA,55,Pending
02-12-2026,Harsh Navgale,152.32.214.234,Cloudflare.IP,1:36:00 PM,Approved,NA,0,Pending
02-12-2026,Puniyat Jangir,52.160.166.64,Cloudflare.IP,1:36:00 PM,Pending,NA,0,Pending
02-12-2025,Tanmay Kudale,103.78.195.193,Cloudflare.IP,7:24:00 PM,Pending,NA,100,Pending
02-12-2025,Tanmay Kudale,157.20.32.166,Cloudflare.IP,7:24:00 PM,Pending,NA,100,Pending
02-12-2025,Tanmay Kudale,188.166.210.237,Cloudflare.IP,7:24:00 PM,Pending,NA,100,Pending
02-12-2025,Tanmay Kudale,161.97.73.38,Cloudflare.IP,9:11:00 PM,Pending,NA,0,Pending
02-12-2025,Tanmay Kudale,122.169.87.4,Cloudflare.IP,9:11:00 PM,Pending,NA,0,Pending
02-12-2025,Tanmay Kudale,2a02:c207:2306:8260::1,Cloudflare.IP,9:11:00 PM,Pending,NA,0,Pending
02-12-2025,Tanmay Kudale,101.32.49.171,Cloudflare.IP,9:11:00 PM,Pending,NA,100,Pending
02-12-2025,Tanmay Kudale,54.39.104.60,Cloudflare.IP,9:11:00 PM,Pending,NA,100,Pending
02-12-2025,Tejas Kulkarni,40.89.152.156,Cloudflare.IP,9:21:00 PM,Approved,NA,100,Blocked
02-12-2025,Tejas Kulkarni,20.215.220.221,Cloudflare.IP,9:21:00 PM,Denied,To monitor further,64,Pending
02-12-2025,Tejas Kulkarni,20.204.24.255,Cloudflare.IP,9:21:00 PM,Denied,To monitor further,49,Pending
02-12-2025,Tejas Kulkarni,20.204.24.247,Cloudflare.IP,9:21:00 PM,Denied,To monitor further,48,Pending
02-12-2025,Tejas Kulkarni,20.204.24.250,Cloudflare.IP,9:21:00 PM,Denied,To monitor further,42,Pending
02-12-2025,Shivangi Soni,20.111.32.128,Cloudflare.IP,4:00:00 AM,Approved,NA,100,Blocked
02-12-2025,Shivangi Soni,98.142.247.13,Cloudflare.IP,4:00:00 AM,Approved,NA,100,Blocked
02-12-2025,Shivangi Soni,51.75.151.149,Cloudflare.IP,4:00:00 AM,Approved,NA,100,Blocked
02-12-2025,Shivangi Soni,20.111.32.128,Cloudflare.IP,4:00:00 AM,Approved,NA,100,Blocked
02-12-2025,Shivangi Soni,20.199.186.0,Cloudflare.IP,4:00:00 AM,Approved,NA,100,Blocked
02-12-2025,Shivangi Soni,20.100.195.100,Cloudflare.IP,4:00:00 AM,Approved,NA,100,Blocked
02-12-2025,Shivangi Soni,40.89.152.156,Cloudflare.IP,4:00:00 AM,Approved,NA,100,Blocked
02-12-2025,Shivangi Soni,202.178.120.157,Cloudflare.IP,4:00:00 AM,Approved,NA,100,Blocked
02-12-2025,Shivangi Soni,141.98.11.239,Cloudflare.IP,4:00:00 AM,Approved,NA,100,Blocked
02-12-2025,Shivangi Soni,45.157.54.17,Cloudflare.IP,4:00:00 AM,Approved,NA,100,Blocked
02-12-2025,Shivangi Soni,46.161.27.222,Cloudflare.IP,4:00:00 AM,Approved,NA,100,Blocked
02-12-2025,Shivangi Soni,62.164.177.243,Cloudflare.IP,4:00:00 AM,Approved,NA,100,Blocked
02-13-2025,Tanmay Kudale,20.111.48.18,Cloudflare.IP,5:47:00 PM,Approved,NA,100,Blocked
02-13-2025,Tanmay Kudale,85.203.21.62,Cloudflare.IP,5:47:00 PM,Approved,NA,100,Blocked
02-13-2025,Tanmay Kudale,152.69.212.11,Cloudflare.IP,5:47:00 PM,Approved,NA,100,Blocked
02-13-2025,Tanmay Kudale,20.234.88.224,Cloudflare.IP,5:47:00 PM,Approved,NA,100,Blocked
02-13-2025,Tanmay Kudale,106.219.165.134,Cloudflare.IP,8:15:00 PM,Approved,NA,0,Blocked
02-13-2025,Tanmay Kudale,139.59.125.122,Cloudflare.IP,8:15:00 PM,Approved,NA,36,Blocked
02-15-2026,Prathamesh Pendkar,62.60.130.210,Cloudflare.IP,8:10:00 PM,Approved,NA,100,Blocked
02-15-2026,Prathamesh Pendkar,91.199.163.58,Cloudflare.IP,9:10:00 PM,Approved,NA,100,Blocked
02-15-2026,Prathamesh Pendkar,192.53.123.118,Cloudflare.IP,10:10:00 PM,Approved,NA,100,Blocked
02-15-2026,Prathamesh Pendkar,20.245.76.155,Cloudflare.IP,11:10:00 PM,Approved,NA,82,Blocked
02-15-2026,Prathamesh Pendkar,20.245.52.25,Cloudflare.IP,12:10:00 AM,Approved,NA,71,Blocked
02-16-2026,Krish Sharma,185.177.72.38,Cloudflare.IP,12:00:00 PM,Approved,NA,100,Blocked
02-16-2026,Prathamesh Pendkar,43.205.88.147,Cloudflare.IP,1:51:00 PM,Approved,NA,0,Approved
02-16-2026,Prathamesh Pendkar,13.232.163.0,Cloudflare.IP,2:51:00 PM,Approved,NA,0,Approved
02-16-2026,Prathamesh Pendkar,13.126.217.57,Cloudflare.IP,3:51:00 PM,Approved,NA,0,Approved
02-16-2026,Prathamesh Pendkar,3.109.160.144,Cloudflare.IP,4:51:00 PM,Approved,NA,0,Approved
02-16-2026,Prathamesh Pendkar,3.111.133.166,Cloudflare.IP,5:51:00 PM,Approved,NA,0,Approved
02-16-2026,Prathamesh Pendkar,13.203.191.246,Cloudflare.IP,6:51:00 PM,Approved,NA,0,Approved
02-16-2026,Prathamesh Pendkar,13.203.115.188,Cloudflare.IP,7:51:00 PM,Approved,NA,0,Approved
02-16-2026,Prathamesh Pendkar,106.219.163.136,Bharti Airtel Limited,8:59:00 PM,Approved,NA,0,Blocked
02-16-2026,Prathamesh Pendkar,160.178.45.103,MarocTelecomASDL,8:59:00 PM,Approved,NA,74,Blocked
02-16-2026,Prathamesh Pendkar,16.147.29.132,"Amazon.com, Inc.",8:59:00 PM,Pending,NA,32,Pending
02-16-2026,Prathamesh Pendkar,135.84.180.228,Astute Internet,8:59:00 PM,Pending,NA,16,Pending
02-16-2026,Prathamesh Pendkar,51.195.130.155,OVH Ltd,8:59:00 PM,Approved,NA,12,Blocked
02-17-2026,Tejas Kulkarni,223.233.82.227,Cloudflare.IP,10:14:00 AM,Approved,NA,0,Blocked
02-17-2026,Tejas Kulkarni,165.245.177.221,Cloudflare.IP,10:14:00 AM,Approved,NA,99,Blocked
02-17-2026,Prathamesh Pendkar,161.118.253.118,500 Oracle Parkway,7:21:00 PM,Approved,NA,100,Blocked
02-17-2026,Prathamesh Pendkar,20.238.121.35,Microsoft Corporation,8:21:00 PM,Approved,NA,100,Blocked
02-17-2026,Prathamesh Pendkar,40.112.95.11,Microsoft Corporation,9:21:00 PM,Approved,NA,100,Blocked
02-17-2026,Prathamesh Pendkar,2407:3640:2291:9176::1,Contabo Asia Private Limited,10:21:00 PM,Approved,NA,88,Blocked
02-18-2026,Tanmay Kudale,20.24.204.137,Cloudflare.IP,10:31:00 AM,Pending,NA,0,Pending
02-18-2026,Tanmay Kudale,147.93.155.87,Cloudflare.IP,1:17:00 PM,Pending,NA,0,Pending
02-18-2026,Tanmay Kudale,40.172.254.31,Cloudflare.IP,1:17:00 PM,Pending,NA,0,Pending
02-18-2026,Prathamesh Pendkar,4.194.217.214,Microsoft Corporation,8:49:00 PM,Pending,NA,100,Pending
02-18-2026,Prathamesh Pendkar,185.177.72.30,FBW NETWORKS SAS,8:49:00 PM,Pending,NA,100,Pending
02-18-2026,Prathamesh Pendkar,134.199.156.239,"DigitalOcean, LLC",8:49:00 PM,Pending,NA,100,Pending
02-18-2026,Prathamesh Pendkar,20.203.136.132,Microsoft Corporation,8:49:00 PM,Pending,NA,100,Pending
02-18-2026,Prathamesh Pendkar,119.235.221.209,PT. Mora Telematika Indonesia,8:49:00 PM,Pending,NA,100,Pending
02-18-2026,Prathamesh Pendkar,157.66.54.26,CV Mico Digital Indonesia,8:49:00 PM,Pending,NA,100,Pending
02-18-2026,Prathamesh Pendkar,43.173.178.148,ACEVILLE PTE.LTD.,8:49:00 PM,Pending,NA,59,Pending
02-18-2026,Prathamesh Pendkar,91.227.17.30,LLC Eximius,8:49:00 PM,Pending,NA,51,Pending
02-18-2026,Prathamesh Pendkar,2803:9810:4eb9:dc10:12df:3fe8:19:5879,Starlink Brazil Serviços de Internet Ltd,8:49:00 PM,Pending,NA,37,Pending
02-19-2026,Tanmay Kudale,64.236.176.150,Cloudflare.IP,2:00:00 PM,Pending,NA,0,Pending
02-19-2026,Tanmay Kudale,4.232.90.25,Cloudflare.IP,2:00:00 PM,Pending,NA,100,Pending
02-19-2026,Tanmay Kudale,172.213.16.18,Cloudflare.IP,2:00:00 PM,Pending,NA,100,Pending
02-19-2026,Tanmay Kudale,20.166.38.178 ,Cloudflare.IP,2:00:00 PM,Pending,NA,100,Pending
02-19-2026,Tanmay Kudale,168.63.78.209,Cloudflare.IP,2:00:00 PM,Pending,NA,100,Pending
02-19-2026,Tanmay Kudale,64.236.176.150,Cloudflare.IP,2:00:00 PM,Pending,NA,0,Pending
02-19-2026,Tanmay Kudale,45.63.9.29,Cloudflare.IP,2:00:00 PM,Pending,NA,100,Pending
02-19-2026,Tanmay Kudale,193.233.221.101,Cloudflare.IP,2:00:00 PM,Pending,NA,15,Pending
02-19-2026,Tanmay Kudale,217.145.225.137,Cloudflare.IP,2:00:00 PM,Pending,NA,13,Pending
02-19-2026,Tanmay Kudale,167.253.48.254,Cloudflare.IP,2:00:00 PM,Pending,NA,24,Pending
02-19-2026,Tanmay Kudale,91.132.124.151,Cloudflare.IP,2:00:00 PM,Pending,NA,4,Pending
02-20-2025,Tanmay Kudale,141.98.11.189,Cloudflare.IP,2:00:00 PM,Pending,NA,100,Pending
02-20-2025,Shivangi Soni,139.59.126.225,Cloudflare.IP,2:00:00 PM,Approved,NA,82,Approved
02-20-2025,Shivangi Soni,223.233.84.13,Cloudflare.IP,2:00:00 PM,Approved,NA,0,Approved
02-21-2025,Harsh Navgale,20.188.56.166,Cloudflare.IP,9:17:00 PM,Pending,NA,100,Pending
02-21-2025,Harsh Navgale,20.189.202.45,Cloudflare.IP,9:17:00 PM,Pending,NA,100,Pending
02-21-2025,Harsh Navgale,20.213.152.227,Cloudflare.IP,9:17:00 PM,Pending,NA,100,Pending
02-21-2025,Harsh Navgale,20.212.104.201,Cloudflare.IP,9:17:00 PM,Pending,NA,100,Pending
02-21-2025,Harsh Navgale,72.146.233.145,Cloudflare.IP,9:17:00 PM,Pending,NA,0,Pending
02-21-2025,Harsh Navgale,2a01:111:f403:700f::100,Cloudflare.IP,9:17:00 PM,Pending,NA,0,Pending
02-21-2025,Harsh Navgale,20.215.67.86,Cloudflare.IP,9:17:00 PM,Pending,NA,100,Pending
02-21-2025,Harsh Navgale,2a01:111:f403:713a::5,Cloudflare.IP,9:17:00 PM,Pending,NA,0,Pending
02-21-2025,Harsh Navgale,74.248.96.218,Cloudflare.IP,9:17:00 PM,Pending,NA,100,Pending
02-21-2025,Harsh Navgale,52.112.49.156,Cloudflare.IP,9:17:00 PM,Pending,NA,0,Pending
02-21-2025,Harsh Navgale,91.107.242.117,Cloudflare.IP,9:17:00 PM,Pending,NA,100,Pending
02-21-2025,Harsh Navgale,15.204.14.110,Cloudflare.IP,9:17:00 PM,Pending,NA,100,Pending
02-21-2025,Harsh Navgale,207.244.209.11,Cloudflare.IP,9:17:00 PM,Pending,NA,0,Pending
02-21-2025,Harsh Navgale,2001:41d0:800:243::1,Cloudflare.IP,9:17:00 PM,Pending,NA,0,Pending
02-21-2025,Harsh Navgale,158.69.74.252,Cloudflare.IP,9:17:00 PM,Pending,NA,0,Pending
02-21-2025,Harsh Navgale,146.190.77.37,Cloudflare.IP,9:17:00 PM,Pending,NA,5,Pending
02-21-2025,Harsh Navgale,152.42.226.61,Cloudflare.IP,9:17:00 PM,Pending,NA,28,Pending
02-21-2025,Harsh Navgale,129.212.237.216,Cloudflare.IP,9:17:00 PM,Pending,NA,100,Pending
02-21-2025,Harsh Navgale,193.233.219.24,Cloudflare.IP,9:17:00 PM,Pending,NA,11,Pending
02-21-2025,Harsh Navgale,103.200.24.157,Cloudflare.IP,9:17:00 PM,Pending,NA,43,Pending
02-22-2026,Prathamesh Pendkar,216.73.216.120,"Anthropic, PBC",5:32:00 AM,Pending,NA,54,Pending
02-22-2026,Prathamesh Pendkar,20.194.29.45,Microsoft Corporation,5:32:00 AM,Pending,NA,100,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.137,LayerSwitch B.V.,6:20:00 AM,Pending,NA,100,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.158,LayerSwitch B.V.,6:20:00 AM,Pending,NA,96,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.114,LayerSwitch B.V.,6:20:00 AM,Pending,NA,95,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.73,LayerSwitch B.V.,6:20:00 AM,Pending,NA,93,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.163,LayerSwitch B.V.,6:20:00 AM,Pending,NA,91,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.81,LayerSwitch B.V.,6:20:00 AM,Pending,NA,91,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.93,LayerSwitch B.V.,6:20:00 AM,Pending,NA,91,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.121,LayerSwitch B.V.,6:20:00 AM,Pending,NA,90,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.149,LayerSwitch B.V.,6:20:00 AM,Pending,NA,89,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.136,LayerSwitch B.V.,6:20:00 AM,Pending,NA,88,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.150,LayerSwitch B.V.,6:20:00 AM,Pending,NA,88,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.97,LayerSwitch B.V.,6:20:00 AM,Pending,NA,88,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.103,LayerSwitch B.V.,6:20:00 AM,Pending,NA,87,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.139,LayerSwitch B.V.,6:20:00 AM,Pending,NA,87,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.65,LayerSwitch B.V.,6:20:00 AM,Pending,NA,86,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.68,LayerSwitch B.V.,6:20:00 AM,Pending,NA,86,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.98,LayerSwitch B.V.,6:20:00 AM,Pending,NA,86,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.144,LayerSwitch B.V.,6:20:00 AM,Pending,NA,85,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.151,LayerSwitch B.V.,6:20:00 AM,Pending,NA,85,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.88,LayerSwitch B.V.,6:20:00 AM,Pending,NA,85,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.99,LayerSwitch B.V.,6:20:00 AM,Pending,NA,85,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.105,LayerSwitch B.V.,6:20:00 AM,Pending,NA,83,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.108,LayerSwitch B.V.,6:20:00 AM,Pending,NA,83,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.67,LayerSwitch B.V.,6:20:00 AM,Pending,NA,83,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.70,LayerSwitch B.V.,6:20:00 AM,Pending,NA,83,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.78,LayerSwitch B.V.,6:20:00 AM,Pending,NA,83,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.87,LayerSwitch B.V.,6:20:00 AM,Pending,NA,83,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.115,LayerSwitch B.V.,6:20:00 AM,Pending,NA,82,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.131,LayerSwitch B.V.,6:20:00 AM,Pending,NA,82,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.104,LayerSwitch B.V.,6:20:00 AM,Pending,NA,81,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.119,LayerSwitch B.V.,6:20:00 AM,Pending,NA,81,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.165,LayerSwitch B.V.,6:20:00 AM,Pending,NA,81,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.75,LayerSwitch B.V.,6:20:00 AM,Pending,NA,81,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.84,LayerSwitch B.V.,6:20:00 AM,Pending,NA,81,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.123,LayerSwitch B.V.,6:20:00 AM,Pending,NA,80,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.140,LayerSwitch B.V.,6:20:00 AM,Pending,NA,80,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.72,LayerSwitch B.V.,6:20:00 AM,Pending,NA,79,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.145,LayerSwitch B.V.,6:20:00 AM,Pending,NA,78,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.148,LayerSwitch B.V.,6:20:00 AM,Pending,NA,78,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.152,LayerSwitch B.V.,6:20:00 AM,Pending,NA,78,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.162,LayerSwitch B.V.,6:20:00 AM,Pending,NA,78,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.62,LayerSwitch B.V.,6:20:00 AM,Pending,NA,78,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.86,LayerSwitch B.V.,6:20:00 AM,Pending,NA,78,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.143,LayerSwitch B.V.,6:20:00 AM,Pending,NA,77,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.157,LayerSwitch B.V.,6:20:00 AM,Pending,NA,77,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.170,LayerSwitch B.V.,6:20:00 AM,Pending,NA,77,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.173,LayerSwitch B.V.,6:20:00 AM,Pending,NA,77,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.20,LayerSwitch B.V.,6:20:00 AM,Pending,NA,77,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.58,LayerSwitch B.V.,6:20:00 AM,Pending,NA,77,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.59,LayerSwitch B.V.,6:20:00 AM,Pending,NA,77,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.130,LayerSwitch B.V.,6:20:00 AM,Pending,NA,76,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.164,LayerSwitch B.V.,6:20:00 AM,Pending,NA,76,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.166,LayerSwitch B.V.,6:20:00 AM,Pending,NA,76,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.176,LayerSwitch B.V.,6:20:00 AM,Pending,NA,76,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.60,LayerSwitch B.V.,6:20:00 AM,Pending,NA,75,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.71,LayerSwitch B.V.,6:20:00 AM,Pending,NA,75,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.79,LayerSwitch B.V.,6:20:00 AM,Pending,NA,75,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.89,LayerSwitch B.V.,6:20:00 AM,Pending,NA,75,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.74,LayerSwitch B.V.,6:20:00 AM,Pending,NA,74,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.109,LayerSwitch B.V.,6:20:00 AM,Pending,NA,73,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.102,LayerSwitch B.V.,6:20:00 AM,Pending,NA,72,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.132,LayerSwitch B.V.,6:20:00 AM,Pending,NA,72,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.141,LayerSwitch B.V.,6:20:00 AM,Pending,NA,72,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.153,LayerSwitch B.V.,6:20:00 AM,Pending,NA,72,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.76,LayerSwitch B.V.,6:20:00 AM,Pending,NA,72,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.80,LayerSwitch B.V.,6:20:00 AM,Pending,NA,72,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.95,LayerSwitch B.V.,6:20:00 AM,Pending,NA,72,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.147,LayerSwitch B.V.,6:20:00 AM,Pending,NA,71,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.178,LayerSwitch B.V.,6:20:00 AM,Pending,NA,71,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.64,LayerSwitch B.V.,6:20:00 AM,Pending,NA,71,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.92,LayerSwitch B.V.,6:20:00 AM,Pending,NA,71,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.116,LayerSwitch B.V.,6:20:00 AM,Pending,NA,70,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.138,LayerSwitch B.V.,6:20:00 AM,Pending,NA,70,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.156,LayerSwitch B.V.,6:20:00 AM,Pending,NA,70,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.174,LayerSwitch B.V.,6:20:00 AM,Pending,NA,70,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.106,LayerSwitch B.V.,6:20:00 AM,Pending,NA,69,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.111,LayerSwitch B.V.,6:20:00 AM,Pending,NA,69,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.134,LayerSwitch B.V.,6:20:00 AM,Pending,NA,69,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.235,LayerSwitch B.V.,6:20:00 AM,Pending,NA,68,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.61,LayerSwitch B.V.,6:20:00 AM,Pending,NA,68,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.83,LayerSwitch B.V.,6:20:00 AM,Pending,NA,68,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.63,LayerSwitch B.V.,6:20:00 AM,Pending,NA,67,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.69,LayerSwitch B.V.,6:20:00 AM,Pending,NA,65,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.91,LayerSwitch B.V.,6:20:00 AM,Pending,NA,65,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.101,LayerSwitch B.V.,6:20:00 AM,Pending,NA,63,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.177,LayerSwitch B.V.,6:20:00 AM,Pending,NA,63,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.66,LayerSwitch B.V.,6:20:00 AM,Pending,NA,63,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.77,LayerSwitch B.V.,6:20:00 AM,Pending,NA,60,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.107,LayerSwitch B.V.,6:20:00 AM,Pending,NA,58,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.120,LayerSwitch B.V.,6:20:00 AM,Pending,NA,57,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.146,LayerSwitch B.V.,6:20:00 AM,Pending,NA,56,Pending
02-23-2026,Prathamesh Pendkar,37.140.254.110,LayerSwitch B.V.,6:20:00 AM,Pending,NA,48,Pending
02-24-2026,Prathamesh Pendkar,4.193.219.127,Microsoft Corporation,5:20:00 AM,Pending,NA,100,Pending
02-24-2026,Harsh Navgale,89.117.50.230,51167 - CONTABO,10:18:00 AM,Approved,NA,100,Blocked
02-24-2026,Harsh Navgale,20.215.69.209,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,10:18:00 AM,Approved,NA,100,Blocked
02-24-2026,Harsh Navgale,4.232.90.25,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,10:18:00 AM,Approved,NA,100,Blocked
02-24-2026,Harsh Navgale,4.213.146.154,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,10:18:00 AM,Approved,NA,0,Blocked
02-24-2026,Harsh Navgale,52.231.139.192,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,10:18:00 AM,Approved,NA,3,Blocked
02-24-2026,Harsh Navgale,2a01:111:f403:707a::5,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,10:18:00 AM,Approved,NA,0,Blocked
02-24-2026,Harsh Navgale,31.40.195.140,59651 - AS-QUALITYNETWORK,10:18:00 AM,Approved,NA,0,Blocked
02-24-2026,Harsh Navgale,172.98.33.128,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,48,Blocked
02-24-2026,Harsh Navgale,172.98.33.111,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,46,Blocked
02-24-2026,Harsh Navgale,172.98.33.110,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,55,Blocked
02-24-2026,Harsh Navgale,172.98.33.72,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,60,Blocked
02-24-2026,Harsh Navgale,172.98.33.70,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,42,Blocked
